"author_id","author_name","orcid","h_index_current","total_citations","total_papers","primary_institution_id","country","years_active","is_prolific","has_institution"
"A5026523515","John Torous","0000-0002-5362-7937","81","31395","726","I111979921","US","17","True","True"
"A5100336360","Long Chen","0000-0001-6148-9709","43","8702","374","I178232147","CN","26","True","True"
"A5080288591","Ali S. Tejani","0000-0002-6862-5299","11","555","35","I180670191","US","9","False","True"
"A5032607878","Khalifa AL-Dosari","","5","186","7","","","4","False","False"
"A5040570993","Simon Ascher","0000-0003-3017-1524","6","499","8","I7882870","GB","6","False","True"
"A5009003549","Hongkuan Zhou","0000-0001-8158-3081","6","104","16","I4210157899","CN","4","False","True"
"A5042046045","Deborah Lafuente","0000-0003-3660-7894","2","81","4","I24354313","AR","29","False","True"
"A5006606709","Zenan Shi","0000-0002-4966-8306","12","643","17","","","17","False","False"
"A5070776545","Abhinav Kumar","0000-0001-9367-7069","18","2026","127","I130823665","RU","28","False","True"
"A5042254281","Kanchan Pradhan","","3","214","6","I110360157","IN","5","False","True"
"A5037456453","Leo H. Chiang","0000-0003-0729-6273","27","25117","90","","","25","False","False"
"A5034104279","Volkan Senyurek","0000-0003-4446-4977","18","1064","60","I99041443","US","13","False","True"
"A5037662951","Tôru Hirano","0000-0001-8467-3154","55","11204","528","I4210093856","JP","91","False","True"
"A5051892787","Qiyu Hu","0000-0002-8540-7197","16","1461","65","I76130692","CN","21","False","True"
"A5027552079","A. A. Masrur Ahmed","0000-0002-7941-3902","18","1142","52","I1332353952","AU","16","False","True"
"A5003272466","Hamed Izadgoshasb","0000-0002-3694-4316","2","59","6","","","5","False","False"
"A5066146698","César Thadeo de Lima","0000-0002-6852-7066","16","1430","211","","","24","False","False"
"A5088251689","Jason M. McGinthy","0000-0002-5146-3166","5","192","9","I430641","US","16","False","True"
"A5060820355","Peter K. Koo","0000-0001-8722-0038","21","1634","101","I2750212522","US","21","False","True"
"A5091029929","Philip Hutchinson","0000-0002-3594-4277","4","210","7","I110995367","US","36","False","True"
"A5049065541","G. J. Y. Hsu","0000-0002-8964-9855","11","600","82","I43566213","TW","41","False","True"
"A5007021860","Jintu Zhang","0000-0001-9580-3241","9","361","22","","","7","False","False"
"A5048762739","Zhenpeng Liu","0000-0002-7466-4622","23","1679","178","I154099455","CN","23","False","True"
"A5050745264","Lina Wu","0000-0003-3423-2320","7","216","28","","","28","False","False"
"A5063627288","Veerapandiyan Veerasamy","0000-0002-7887-2613","26","1969","77","I172675005","SG","9","False","True"
"A5048605038","Vasileios Konstantakos","0000-0002-0332-7506","6","265","18","I4210153928","BE","5","False","True"
"A5103139654","Israt Jahan","0000-0002-1384-5657","6","391","63","I1307585291","BD","77","False","True"
"A5068212623","Xingliang Tang","","3","127","3","I4210155932","CN","8","False","True"
"A5078590075","Zhenrong Du","0000-0003-4439-8543","18","1179","66","I27357992","CN","12","False","True"
"A5059286446","Hany Habbak","","4","174","6","I4210100308","EG","13","False","True"
"A5018984581","Yuecheng Cai","0009-0002-8963-591X","1","11","3","","","3","False","False"
"A5062648279","Abid Haleem","","6","1493","8","","","5","False","False"
"A5070191233","Huda Abdulrahman Almuzaini","0000-0002-4496-4317","5","222","6","I28022161","SA","11","False","True"
"A5043138236","Jian-Wu Bi","0000-0003-2253-3492","22","2358","41","I205237279","CN","20","False","True"
"A5076237237","Kazuki Osawa","0000-0001-6390-9797","10","426","31","I4210161392","JP","21","False","True"
"A5059886112","Md Galal Uddin","0000-0001-8512-9644","22","3210","66","I188760350","IE","10","False","True"
"A5058361458","Mahdis Saharkhizan","","2","215","2","I166459259","IR","1","False","True"
"A5094154497","Iffath Unnisa Begum","","1","45","11","","","1","True","False"
"A5047429131","Zamir Merali","0000-0002-6667-3035","11","618","23","I2800336561","CA","12","False","True"
"A5022113595","Wei He","0000-0002-8944-9861","90","28696","739","I119273862","CN","39","True","True"
"A5085367509","Lana L. Narine","0000-0002-6125-7649","13","800","40","I82497590","US","13","False","True"
"A5023053216","E. Özdemir","0000-0003-0225-7558","8","227","15","","","8","False","False"
"A5100645300","Haochen Wang","0000-0003-3178-6125","12","836","81","I106994412","CN","15","False","True"
"A5062479775","Jonathan Thomas Megerian","","5","242","19","I1304278710","US","4","False","True"
"A5039487615","Eliseos J. Mucaki","0000-0002-6195-5535","18","1015","77","I125749732","CA","18","False","True"
"A5028828929","C. Anand","","3","121","8","I4210093989","IN","13","False","True"
"A5043096945","A. Subeesh","","16","1325","44","I138367206","IN","8","False","True"
"A5020091208","Hojin Lee","0000-0001-5117-8640","3","153","3","I123900574","KR","4","False","True"
"A5101841490","Qi Tian","0000-0002-0928-2847","11","686","50","I92092256","CN","19","False","True"
"A5008598879","Pengwei Guo","0000-0002-6985-7278","17","1709","44","I108468826","US","17","False","True"
"A5112926110","Shaiq Wani","","2","48","3","I101407740","IN","1","False","True"
"A5113144155","Penghao Liang","","8","167","17","I12912129","US","2","False","True"
"A5081139781","Eliza Strickland","","27","3663","219","","","67","False","False"
"A5040365130","Prinkle Sharma","0000-0003-4316-6556","8","510","18","I113508548","US","9","False","True"
"A5037742379","Pedro Costa","0000-0002-8382-2370","2","132","6","","","7","False","False"
"A5059192211","Yiwei Sun","0000-0002-2269-0474","5","242","20","I120379545","CN","9","False","True"
"A5053902946","Charlotte Frenkel","0000-0002-1879-0288","15","787","56","I98358874","NL","11","False","True"
"A5102737261","Ahmed Elaraby","0000-0001-8013-1446","10","393","40","I189575948","EG","13","False","True"
"A5016400710","Randika K. Makumbura","0000-0001-6030-1567","8","185","16","I195740183","LK","4","False","True"
"A5101588984","Ting Bai","","13","718","42","I115748381","TH","15","False","True"
"A5045958013","Yanqing Yang","","2","81","6","I4210161807","CN","17","False","True"
"A5101785250","Jun-e Liu","0000-0003-1265-1970","11","816","35","I176432857","CN","19","False","True"
"A5082889047","Rencheng Song","0000-0001-7760-7562","27","3184","108","I162868743","CN","17","False","True"
"A5040735180","Ashwani Kumar","0000-0002-2100-900X","25","2344","126","I3129773123","IN","23","False","True"
"A5100404719","Zhiqiang Wang","0000-0002-1789-8414","15","1021","159","I184843921","CN","23","False","True"
"A5112942828","Armenia ANDRONICEANU","","5","159","6","I88491126","RO","3","False","True"
"A5074728271","Matt Probert","0000-0002-1130-9316","22","29807","119","I52099693","GB","35","False","True"
"A5101618097","Xing Zhao","0000-0001-9234-3235","13","747","44","I4210153482","CN","19","False","True"
"A5102901213","David Murray","0000-0002-5040-9862","9","832","34","I181647926","GB","21","False","True"
"A5074126621","Claudio E. von Schacky","0000-0002-1401-0934","11","489","24","I2802619606","DE","6","False","True"
"A5034515102","Debasish Jana","0000-0003-2368-6394","13","764","50","","","30","False","False"
"A5100758404","Weikang Li","0000-0002-7137-5390","16","815","92","I121797337","NL","13","False","True"
"A5066565736","Uğur Koç","0000-0003-0937-6015","7","260","21","I66946132","US","32","False","True"
"A5108253513","Vaishnavh Nagarajan","","9","504","36","","","10","False","False"
"A5036427078","Aditya Singh","0000-0001-6281-9431","7","205","30","","","15","False","False"
"A5007865788","Huanlai Xing","0000-0002-6345-7265","34","4159","202","I172980758","US","18","True","True"
"A5103134947","Taeho Jo","0000-0003-1765-5735","3","73","13","I205783295","US","26","False","True"
"A5001231969","Premanand Tiwari","","5","240","8","","","5","False","False"
"A5040037349","Oguljan Berdiyeva Berdiyeva","","1","42","1","I181397559","MY","1","False","True"
"A5100343255","Xiuli Zhang","0000-0002-1916-6102","17","652","57","I177388780","CN","22","False","True"
"A5075221940","Jonathan Stray","0000-0003-4467-1239","11","613","37","I134446601","US","17","False","True"
"A5012149398","Muhammad Rizwan Khokher","0000-0002-7913-6837","7","155","18","I1292875679","AU","14","False","True"
"A5060577901","Xiao-Bin Li","0000-0001-8626-2682","9","349","59","I152269853","CN","21","False","True"
"A5010146271","Xiong Zha","0000-0003-2061-5013","9","338","19","I169689159","CN","9","False","True"
"A5024688335","Xiao Wen-juan","","2","27","12","I145897649","CN","5","False","True"
"A5087920490","Siming He","0000-0003-4845-6149","6","422","26","I4210143016","CN","32","False","True"
"A2226807533","Ozan Ozdenizci","0000-0002-5432-2422","2","182","2","","","1","False","False"
"A5050333667","Hao Gu","0000-0002-3110-2531","18","1068","61","I111599522","CN","20","False","True"
"A5043205622","Md. Shahariar Nafiz","","2","58","2","I103434671","BD","1","False","True"
"A5042474404","Rainer Engelken","0000-0001-7118-2129","5","168","23","","","13","False","False"
"A5088248035","Arkaja Saxena","","1","62","1","I4210091825","IN","1","False","True"
"A5010888641","Xiangyang Xu","0000-0002-9713-0535","27","2525","121","I139322472","MY","29","False","True"
"A5014316619","M Azath","","3","153","11","","","17","False","False"
"A5061331291","Dewang Chen","0000-0002-8660-9700","22","1696","196","I83791580","CN","24","False","True"
"A5086854779","Mario Tovar","","2","200","3","I8961855","MX","3","False","True"
"A5010970485","Huazhu Fu","0000-0002-9702-5524","78","24363","545","I115228651","SG","17","True","True"
"A5052650247","Md. Mamunur Rashid","0000-0002-3929-7361","18","1790","83","I74899385","AU","32","False","True"
"A5101926935","Sheng Feng","0000-0002-8428-1019","4","150","11","I170215575","CN","6","False","True"
"A5080620630","Isaac Machorro-Cano","0000-0002-3822-4478","9","450","41","I4210098721","MX","17","False","True"
"A5060563745","Bhanuprakash Dudi","0000-0003-3528-4595","5","110","23","","","15","False","False"
"A5087279621","Mohammadtaghi Avand","0000-0001-7196-5051","30","3241","45","I1516879","IR","6","False","True"
"A5112691848","Manogaran Madhiarasan","","3","96","4","I154851008","IN","2","False","True"
"A5086022515","Ikhtiyor Majidov","","1","92","1","I12832649","KR","1","False","True"
"A5067567098","Hongcheng Xu","0000-0002-2813-3230","23","1761","87","I4210112595","CN","15","False","True"
"A5092826563","Nsisong Louis Eyo-Udo","","18","1234","107","","","5","True","False"
"A5100323816","Wei Wei","0000-0003-2680-1212","8","1006","31","","","24","False","False"
"A5079329106","Ke Feng","0000-0003-2338-5161","50","8109","324","I17145004","CN","30","True","True"
"A5083782772","Angran Li","0000-0003-4588-8560","15","626","57","I258800397","CN","13","False","True"
"A5071602008","Fernando van der Vlist","0000-0003-1401-0325","15","867","54","I193662353","NL","30","False","True"
"A5065718414","Weiqi Ji","0000-0002-7097-0219","17","1088","32","I63966007","US","9","False","True"
"A5014351280","Emma Ozanich","0000-0001-6985-7481","9","570","27","","","7","False","False"
"A5045503219","Pranesh Gopal","0000-0003-0987-2422","1","38","2","I164861460","IN","2","False","True"
"A5016622304","Johnny Moughames","0000-0001-6120-7775","10","440","52","","","13","False","False"
"A5100462292","Zhiyuan Wang","0000-0002-5990-9193","18","1389","147","I111381250","CN","22","False","True"
"A5018263011","K. Balakrishna","0009-0002-2290-9031","8","244","32","","","15","False","False"
"A5100411173","Qingqing Li","0000-0002-9915-0089","30","3652","80","I119203015","CN","16","False","True"
"A5060655916","Shutong Qi","0000-0002-6270-931X","7","244","28","I197869895","CN","7","False","True"
"A5042206696","S. M. Abu Adnan Abir","0000-0001-9036-5473","3","277","4","I67031392","CA","4","False","True"
"A5100604860","Yun Liang","0000-0002-9076-7998","50","9475","544","I20231570","CN","30","True","True"
"A5108052996","Yang Yang","0000-0001-9436-964X","54","11841","812","I145311948","US","35","True","True"
"A5012881260","Linshu Ouyang","0000-0001-8948-9436","5","88","11","","","8","False","False"
"A5077026648","Suresh Malodia","0000-0003-1714-8119","15","1738","30","I4210147161","IN","11","False","True"
"A5050892479","Hongsuk Yi","0000-0002-3154-1884","14","848","49","I878022262","KR","24","False","True"
"A5036139759","Peter Xenopoulos","0000-0001-8594-3400","6","111","42","","","9","False","False"
"A5001648753","Mohamed Hussein","0000-0001-9529-3528","10","327","79","I181547552","US","19","False","True"
"A5024650269","Shuo Feng","0000-0002-1575-9891","10","630","47","I191996457","CN","18","False","True"
"A5054848977","Ian Scott","0000-0002-7596-0837","61","15043","614","I165143802","AU","65","False","True"
"A5074833810","Fabio Di Nunno","0000-0002-8411-574X","23","1751","80","I186995768","IT","8","False","True"
"A5047891928","Shujuan Cao","0000-0002-0301-7604","8","390","39","I111599522","CN","19","False","True"
"A5055847475","Ajith Gopi","","5","204","7","I102913810","MY","5","False","True"
"A5068580062","Alfan Presekal","0000-0002-8323-2856","9","404","34","I98358874","NL","13","False","True"
"A5083865852","Hosam Alamleh","","9","251","54","I153901656","US","6","False","True"
"A5018154366","Benjamin H. Kann","0000-0002-4313-2754","28","3678","242","I1283280774","US","39","False","True"
"A5083561941","Jaret Hodges","0000-0002-4427-5247","12","534","40","I123534392","US","31","False","True"
"A5085965353","Francisco Luna-Perejón","0000-0002-4352-8759","18","919","54","I79238269","ES","9","False","True"
"A5019070290","Xiuhong Wei","0000-0002-6117-3189","10","1454","15","","","4","False","False"
"A5017154111","Karol Baran","0000-0002-5883-4660","3","32","5","I169333911","PL","3","False","True"
"A5100341600","Jiajun Wang","0000-0003-0715-1269","15","818","72","I2802619606","DE","26","False","True"
"A5093128225","Nitin Rane","","23","1526","62","","","3","True","False"
"A5037147753","Thea Sommerschield","0000-0002-6965-8105","4","288","9","I142263535","GB","7","False","True"
"A5078638370","Juan David Rodríguez-García","","2","127","2","","","2","False","False"
"A5038735174","Shun Wang","0000-0003-0054-2523","3","71","11","I37796252","CN","4","False","True"
"A5049641499","Jing He","0000-0002-7249-4746","35","5788","245","I143593769","CN","36","False","True"
"A5055020171","Dapeng Zhang","0000-0003-4271-3896","7","295","30","","","24","False","False"
"A5101964795","Peng Yao","0000-0003-0717-2836","12","845","33","I126520041","CN","15","False","True"
"A5052787141","James Hutson","0000-0002-0578-6052","26","2024","326","I98865867","US","60","False","True"
"A5100319943","Xinyue Zhang","0000-0001-5152-2026","34","5815","309","I115228651","SG","22","True","True"
"A5061485530","Daqi Wang","","43","10304","1612","I20231570","CN","35","True","True"
"A5063780106","Shipu Xu","0000-0003-4721-0905","4","129","35","I14243506","HK","15","False","True"
"A5035027377","Divya Kothari","","1","13","2","","","1","False","False"
"A5100349835","Ke Liu","0000-0001-8151-4326","31","3605","332","I10535382","CN","36","False","True"
"A5028775720","John Asker","0000-0003-3371-6497","21","2925","86","","","25","False","False"
"A5101466324","Tao Yang","0000-0002-7662-4798","6","262","21","I163340411","CN","17","False","True"
"A5009407218","Anderson R. Avila","0000-0002-3088-5116","9","409","50","","","65","False","False"
"A5052618357","Veronika Thost","0000-0003-4984-1532","15","656","69","I4210087032","US","13","False","True"
"A5048449069","George Terzopoulos","0000-0001-6946-838X","5","251","12","","","7","False","False"
